ReferenceCodeProduct;ReferenceCodeCombination;Name;Category;Size;Color;HexaColor;Price;Weight;Quantity;Description;ShortDescription;Active;MetaKeyword;MetaDescription;MetaTitle
RSC14LM0101014;0014L040012;NEU&SCH SS BLACK;RSCH,MALE,T-SHIRTS,1;M;BLACK;#000000;95000;1;15;NEU&SCH SS BLACK;NEU&SCH SS BLACK;0;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH-MALE-T-SHIRTSNEU&SCH-SS-BLACK
RSC14LM0101014;0014L040013;NEU&SCH SS BLACK;RSCH,MALE,T-SHIRTS,1;L;BLACK;#000000;95000;1;12;NEU&SCH SS BLACK;NEU&SCH SS BLACK;0;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH-MALE-T-SHIRTSNEU&SCH-SS-BLACK
RSC14LM0101014;0014L040014;NEU&SCH SS BLACK;RSCH,MALE,T-SHIRTS,1;XL;BLACK;#000000;95000;1;2;NEU&SCH SS BLACK;NEU&SCH SS BLACK;0;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH MALE TSHIRTSNEU&SCH SS BLACK;RSCH-MALE-T-SHIRTSNEU&SCH-SS-BLACK
RSC14LM0101015;0014L040016;LACONIC SS SKY BLUE;RSCH,MALE,T-SHIRTS,1;S;BLUE;#000000;95000;1;5;LACONIC SS SKY BLUE;LACONIC SS SKY BLUE;0;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH-MALE-T-SHIRTSLACONIC-SS-SKY-BLUE
RSC14LM0101015;0014L040017;LACONIC SS SKY BLUE;RSCH,MALE,T-SHIRTS,1;M;BLUE;#000000;95000;1;10;LACONIC SS SKY BLUE;LACONIC SS SKY BLUE;0;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH-MALE-T-SHIRTSLACONIC-SS-SKY-BLUE
RSC14LM0101015;0014L040018;LACONIC SS SKY BLUE;RSCH,MALE,T-SHIRTS,1;L;BLUE;#000000;95000;1;8;LACONIC SS SKY BLUE;LACONIC SS SKY BLUE;0;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH-MALE-T-SHIRTSLACONIC-SS-SKY-BLUE
RSC14LM0101015;0014L040019;LACONIC SS SKY BLUE;RSCH,MALE,T-SHIRTS,1;XL;BLUE;#000000;95000;1;2;LACONIC SS SKY BLUE;LACONIC SS SKY BLUE;0;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH MALE TSHIRTSLACONIC SS SKY BLUE;RSCH-MALE-T-SHIRTSLACONIC-SS-SKY-BLUE
RSC14LY0108001;0014L040055;INTEGRATION TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;S;WHITE;#000000;70000;1;1;INTEGRATION TS TODDLER WHITE-NAVY BLUE;INTEGRATION TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSINTEGRATION-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108001;0014L040056;INTEGRATION TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;M;WHITE;#000000;70000;1;2;INTEGRATION TS TODDLER WHITE-NAVY BLUE;INTEGRATION TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSINTEGRATION-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108001;0014L040057;INTEGRATION TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;L;WHITE;#000000;70000;1;2;INTEGRATION TS TODDLER WHITE-NAVY BLUE;INTEGRATION TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSINTEGRATION-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108001;0014L040058;INTEGRATION TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;XL;WHITE;#000000;70000;1;1;INTEGRATION TS TODDLER WHITE-NAVY BLUE;INTEGRATION TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSINTEGRATION TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSINTEGRATION-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108002;0014L040063;TERTIARY TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;S;WHITE;#000000;70000;1;1;TERTIARY TS TODDLER WHITE-NAVY BLUE;TERTIARY TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSTERTIARY-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108002;0014L040064;TERTIARY TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;M;WHITE;#000000;70000;1;3;TERTIARY TS TODDLER WHITE-NAVY BLUE;TERTIARY TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSTERTIARY-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108002;0014L040065;TERTIARY TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;L;WHITE;#000000;70000;1;2;TERTIARY TS TODDLER WHITE-NAVY BLUE;TERTIARY TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSTERTIARY-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LY0108002;0014L040066;TERTIARY TS TODDLER WHITE-NAVY BLUE;RSCH,GIRL TODDLER,T-SHIRTS,1;XL;WHITE;#000000;70000;1;1;TERTIARY TS TODDLER WHITE-NAVY BLUE;TERTIARY TS TODDLER WHITE-NAVY BLUE;0;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH GIRL TODDLER TSHIRTSTERTIARY TS TODDLER WHITENAVY BLUE;RSCH-GIRL-TODDLER-T-SHIRTSTERTIARY-TS-TODDLER-WHITE-NAVY-BLUE
RSC14LM1302001;0014L080003;W. ORLOV DRK BROWN;RSCH,MALE,WALLETS,1;ALL;BROWN;#000000;90000;1;25;W. ORLOV DRK BROWN;W. ORLOV DRK BROWN;0;RSCH MALE WALLETSW. ORLOV DRK BROWN;RSCH MALE WALLETSW. ORLOV DRK BROWN;RSCH-MALE-WALLETSW.-ORLOV-DRK-BROWN
RSC14LM1302002;0014L080004;W. ORLOV TAN;RSCH,MALE,WALLETS,1;ALL;BROWN;#000000;90000;1;30;W. ORLOV TAN;W. ORLOV TAN;0;RSCH MALE WALLETSW. ORLOV TAN;RSCH MALE WALLETSW. ORLOV TAN;RSCH-MALE-WALLETSW.-ORLOV-TAN
