IDCarrier;IDDistrict;DistrictName;CityName;Price
1;2937;Minggir;Kab Sleman;25000
1;2938;Minyambouw;Kab Manokwari;143000
1;2939;Miomafo Barat;Kab Timor Tengah Utara;77000
1;2940;Miomafo Timur;Kab Timor Tengah Utara;77000
1;2941;Miri;Kab Sragen;25000
1;2942;Mirit;Kab Kebumen;27000
1;2943;Misool;Kab Raja Ampat;143000
1;2944;Misool Timur Selatan;Kab Raja Ampat;143000
1;2945;Mlandingan;Kab Situbondo;38000
1;2946;Mlarak;Kab Ponorogo;38000
1;2947;Mlati;Kab Sleman;25000
1;2948;Mlonggo;Kab Jepara;25000
1;2949;Modayag;Kab Bolaang Mongondow;75000
1;2950;Modo;Kab Lamongan;32000
1;2951;Modoinding;Kab Minahasa Selatan;75000
1;2952;Modung;Kab Bangkalan;32000
1;2953;Moga;Kab Pemalang;25000
1;2954;Mojo;Kab Kediri;30000
1;2955;Mojoagung;Kab Jombang;32000
1;2956;Mojoanyar;Kab Mojokerto;20000
1;2957;Mojogedang;Kab Karang Anyar;25000
1;2958;Mojokerto;Kab Mojokerto;20000
1;2959;Mojolaban / Palur;Kab Sukoharjo;25000
1;2960;Mojoroto;Kota Kediri;20000
1;2961;Mojosari;Kab Mojokerto;20000
1;2962;Mojosongo;Kab Boyolali;25000
1;2963;Mojotengah;Kab Wonosobo;27000
1;2964;Mojowarno;Kab Jombang;32000
1;2965;Mola;Kab Maluku Tenggara Barat;164000
1;2966;Mollo Selatan;Kab Timor Tengah Selatan;116000
1;2967;Mollo Utara;Kab Timor Tengah Selatan;116000
1;2968;Momunu;Kab Buol;67000
1;2969;Moncongloe;Kab Maros;53000
1;2970;Mondokan;Kab Sragen;25000
1;2971;Monta;Kab Bima;42000
1;2972;Montalat;Kab Barito Utara;49000
1;2973;Montasik;Kab Aceh Besar;57000
1;2974;Monterado;Kab Bengkayang;53000
1;2975;Montong Gading;Kab Lombok Timur;42000
1;2976;Montong;Kab Tuban;32000
1;2977;Mootilango;Kab Gorontalo;77000
1;2978;Moraid;Kab Sorong;143000
1;2979;Moramo;Kab Konawe Utara/ Selatan;72000
1;2980;Mori Atas;Kab Morowali;67000
1;2981;Moro;Kab Karimun;87000
1;2982;Morotai Selatan Barat;Kab Halmahera Utara;183000
1;2983;Morotai Selatan;Kab Halmahera Utara;183000
1;2984;Morotai Utara;Kab Halmahera Utara;183000
1;2985;Moskona Selatan;Kab Teluk Bintuni;143000
1;2986;Moskona Utara;Kab Teluk Bintuni;143000
1;2987;Moswaren;Kab Sorong Selatan;143000
1;2988;Moti;Kota Ternate;122000
1;2989;Motoling;Kab Minahasa Selatan;75000
1;2990;Moutong;Kab Parigi Moutong;67000
1;2991;Mowewe;Kab Kolaka;72000
1;2992;Moyohilir;Kab Sumbawa;42000
1;2993;Moyohulu;Kab Sumbawa;42000
1;2994;Moyudan;Kab Sleman;25000
1;2995;Mpunda;Kota Bima;33000
1;2996;Mranggen;Kab Demak;25000
1;2997;Mrebet;Kab Purbalingga;25000
1;2998;Muara Ancalong;Kab Kutai Timur;78000
1;2999;Muara Badak;Kab Kutai Kartanegara;54000
1;3000;Muara Bangkahulu;Kota Bengkulu;21000
1;3001;Muara Batang Gadis;Kab Mandailing Natal;53000
1;3002;Muara Batu;Kab Aceh Utara;57000
1;3003;Muara Belikan;Kab Muara Enim;38000
1;3004;Muara Beliti Baru;Kab Musi Rawas;30000
1;3005;Muara Beliti;Kab Musi Rawas;38000
1;3006;Muara Bengkal ;Kab Kutai Timur;78000
1;3007;Muara Bulian;Kab Batang Hari;41000
1;3008;Muara Bungo;Kab Bungo;41000
1;3009;Muara Dua;Kota Lhokseumawe;45000
1;3010;Muara Enim;Kab Muara Enim;30000
1;3011;Muara Gembong;Kab Bekasi;10000
1;3012;Muara Harus;Kab Tabalong;49000
1;3013;Muara Jawa;Kab Kutai Kartanegara;60000
1;3014;Muara;Kab Tapanuli Utara;53000
1;3015;Muara Kaman;Kab Kutai Kartanegara;68000
1;3016;Muara Kelingi;Kab Musi Rawas;38000
1;3017;Muara Komam;Kab Paser;60000
1;3018;Muara Kuang;Kab Ogan Ilir;38000
1;3019;Muara Lakitan;Kab Musi Rawas;38000
1;3020;Muara Lawa;Kab Kutai Barat;68000
1;3021;Muara Limun;Kab Sarolangun;52000
1;3022;Muara Muntai;Kab Kutai Kartanegara;68000
1;3023;Muara Padang;Kab Banyuasin;38000
1;3024;Muara Pahu;Kab Kutai Barat;68000
1;3025;Muara Pawan ;Kab Ketapang;53000
1;3026;Muara Pinang;Kab Empat Lawang;38000
1;3027;Muara Rupit;Kab Musi Rawas;38000
1;3028;Muara sabak;Kab Tanjung Jabung Timur;41000
1;3029;Muara Samu;Kab Paser;90000
1;3030;Muara Siau;Kab Merangin;52000
1;3031;Muara Sipongi;Kab Mandailing Natal;53000
1;3032;Muara Sungkai;Kab Lampung Utara;30000
1;3033;Muara Tam;Kota Jayapura;70000
1;3034;Muara Tebo;Kab Tebo;41000
1;3035;Muara Telang;Kab Banyuasin;38000
1;3036;Muara Tembesi;Kab Batang Hari;52000
1;3037;Muara Teweh;Kab Barito Utara;39000
1;3038;Muara Tiga;Kab Pidie;57000
1;3039;Muara Uya;Kab Tabalong;49000
1;3040;Muara Wahau ;Kab Kutai Timur;52000
1;3041;Muara Wis;Kab Kutai Kartanegara;68000
1;3042;Muaradua;Kab Ogan Komering Ulu Selatan;30000
1;3043;Muaradua Kisam;Kab Ogan Komering Ulu Selatan;38000
1;3044;Muaro Sijunjung;Kab Sijunjung;37000
1;3045;Muko Muko Batin VII;Kab Bungo;52000
1;3046;Mukok;Kab Sanggau;53000
1;3047;Muko-muko;Kab Muko-Muko;33000
1;3048;Muko-Muko Selatan;Kab Muko-Muko;33000
1;3049;Muko-Muko Utara;Kab Muko-Muko;33000
1;3050;Mulak Ulu;Kab Lahat;38000
1;3051;Mulia;Kab Puncak Jaya;124000
1;3052;Mulyorejo;Kota Surabaya;16000
1;3053;Mumbulsari;Kab Jember;38000
1;3054;Muncang;Kab Lebak;15000
1;3055;Muncar;Kab Banyuwangi;38000
1;3056;Mundu;Kab Cirebon;20000
1;3057;Mungka;Kab Lima Puluh Kota;47000
1;3058;Mungkid;Kab Magelang;21000
1;3059;Munjul;Kab Pandeglang;15000
1;3060;Munjungan;Kab Trenggalek;32000
1;3061;Munte;Kab Karo;53000
1;3062;Muntilan;Kab Magelang;17000
1;3063;Munuhing;Kab Gunung Mas;93000
1;3064;Murhum;Kab Kota Bau-Bau;57000
1;3065;Murung;Kab Murung Raya;49000
1;3066;Murung Pudak;Kab Tabalong;49000
1;3067;Mustika Jaya ;Kota Bekasi;10000
1;3068;Musuk;Kab Boyolali;25000
1;3069;Mutiara;Kab Pidie;57000
1;3070;Mutiara Timur;Kab Pidie;57000
1;3071;Muting;Kab Merauke;137000
1;3072;Na IX-X;Kab Labuhan Batu;53000
1;3073;Nabire barat;Kab Nabire;155000
1;3074;Nabire;Kab Nabire;90000
1;3075;Nagawutung;Kab Lembata;116000
1;3076;Nagrak;Kab SuKabumi;19000
1;3077;Nagreg;Kab Bandung;10000
1;3078;Nainggolan;Kab Samosir;53000
1;3079;Nalumsari;Kab Jepara;25000
1;3080;Nambioman Bapai;Kab Mappi;155000
1;3081;Namlea;Kab Buru;87000
1;3082;Namo Rambe;Kab Deli Serdang;53000
1;3083;Nan Sabaris;Kab Padang Pariaman;47000
1;3084;Nanga Bulik;Kab Lamandau;49000
1;3085;Nanga Mahap;Kab Sekadau;53000
1;3086;Nanga Panda;Kab Ende;77000
1;3087;Nanga Pinoh;Kab Melawi;42000
1;3088;Nanga Taman;Kab Sekadau;53000
1;3089;Nanga Tayap;Kab Ketapang;53000
1;3090;Nangaroro;Kab Nagekeo;116000
1;3091;Nanggala;Kab Tana Toraja Utara;53000
1;3092;Nanggalo;Kota Padang;22000
1;3093;Nanggulan;Kab Kulon Progo;25000
1;3094;Nanggung;Kab Bogor;10000
1;3095;Nanusa;Kab Kepulauan Talaud;75000
1;3096;Napabalano;Kab Muna;72000
1;3097;Napal Putih;Kab Bengkulu Utara;63000
1;3098;Napan;Kab Nabire;155000
1;3099;Naringgul;Kab Cianjur;19000
1;3100;Narmada;Kab Lombok Barat;42000
1;3101;Nasal;Kab Kaur;42000
1;3102;Nassau;Kab Toba Samosir;53000
1;3103;Natal;Kab Mandailing Natal;53000
1;3104;Natar;Kab Lampung Selatan;38000
1;3105;Nawangan;Kab Pacitan;38000
1;3106;Ndona;Kab Ende;77000
1;3107;Ndona Timur;Kab Ende;77000
1;3108;Negara;Kab Jembrana;25000
1;3109;Negeri Agung;Kab Way Kanan;1
1;3110;Negeri Batin;Kab Way Kanan;38000
1;3111;Negeri Besar;Kab Way Kanan;1
1;3112;Negeri Katon;Kab Pesawaran;38000
1;3113;Neglasari ;Kota Tangerang;10000
1;3114;Nekemese;Kab Kupang;116000
1;3115;Neomuti;Kab Timor Tengah Utara;77000
1;3116;Ngabang;Kab Landak;42000
1;3117;Ngablak;Kab Magelang;17000
1;3118;Ngada Bawa;Kab Ngada;77000
1;3119;Ngadiluwih;Kab Kediri;20000
1;3120;Ngadirejo;Kab Temanggung;27000
1;3121;Ngadirojo;Kab Pacitan;38000
1;3122;Ngadirojo;Kab Wonogiri;25000
1;3123;Ngaglik;Kab Sleman;25000
1;3124;Ngajum;Kab Malang;38000
1;3125;Ngaliyan;Kota Semarang;14000
1;3126;Ngambon;Kab Bojonegoro;25000
1;3127;Ngampel;Kab Kendal;25000
1;3128;Ngampilan;Kota Yogyakarta;14000
1;3129;Ngamprah;Kab Bandung Barat;6000
1;3130;Ngancar;Kab Kediri;30000
1;3131;Nganjuk;Kab Nganjuk;25000
1;3132;Ngantang;Kab Malang;38000
1;3133;Ngantru;Kab Tulungagung;32000
1;3134;Ngapa;Kab Kolaka Utara;72000
1;3135;Ngargoyoso;Kab Karang Anyar;25000
1;3136;Ngariboyo;Kab Magetan;38000
1;3137;Ngaringan;Kab Grobogan;25000
1;3138;Ngasem;Kab Bojonegoro;25000
1;3139;Ngawen ;Kab Blora;25000
1;3140;Ngawen ;Kab Gunung Kidul;25000
1;3141;Ngawen ;Kab Klaten;25000
1;3142;Ngawi;Kab Ngawi;30000
1;3143;Ngebel;Kab Ponorogo;38000
1;3144;Ngemplak ;Kab Boyolali;25000
1;3145;Ngemplak ;Kab Sleman;25000
1;3146;Ngetos;Kab Nganjuk;32000
1;3147;Nggaha Oriangu;Kab Sumba Timur;116000
1;3148;Nggele;Kab Kepulauan Sula;183000
1;3149;Ngimbang;Kab Lamongan;32000
1;3150;Nglegok;Kab Blitar;38000
1;3151;Nglipar;Kab Gunung Kidul;25000
1;3152;Ngluwar;Kab Magelang;27000
1;3153;Ngluyu;Kab Nganjuk;32000
1;3154;Ngombol;Kab Purworejo;27000
1;3155;Ngoro ;Kab Jombang;32000
1;3156;Ngoro ;Kab Mojokerto;20000
1;3157;Ngraho;Kab Bojonegoro;25000
1;3158;Ngrambe;Kab Ngawi;38000
1;3159;Ngrampal;Kab Sragen;25000
1;3160;Ngrayun;Kab Ponorogo;38000
1;3161;Ngronggot;Kab Nganjuk;32000
1;3162;Nguling;Kab Pasuruan;30000
1;3163;Nguntoronadi ;Kab Wonogiri;25000
1;3164;Nguntoronadi;Kab Magetan;38000
1;3165;Ngunut;Kab Tulungagung;32000
1;3166;Ngurah Rai;Kab Badung;18000
1;3167;Ngusikan ;Kab Jombang;32000
1;3168;Nguter;Kab Sukoharjo;25000
1;3169;Nibong;Kab Aceh Utara;57000
1;3170;Nibung;Kab Musi Rawas;38000
1;3171;Nimbokrang;Kab Jayapura;137000
1;3172;Nimboran;Kab Jayapura;70000
1;3173;Ninia;Kab Yahukimo;206000
1;3174;Nipah Panjang;Kab Tanjung Jabung Timur;52000
1;3175;Nirunmas;Kab Maluku Tenggara Barat;164000
1;3176;Nisam;Kab Aceh Utara;57000
1;3177;Nitta;Kab Sikka;77000
1;3178;Nogosari;Kab Boyolali;25000
1;3179;Nonggunong;Kab Sumenep;48000
1;3180;Nongko Jajar;Kab Pasuruan;30000
1;3181;Nongsa/ Kabil/ Lagoi;Kota Batam;22000
1;3182;Nosu;Kab Mamasa;53000
1;3183;Noyan;Kab Sanggau;53000
1;3184;Nuangan;Kab Bolaang Mongondow;75000
1;3185;Nubatukan;Kab Lembata;116000
1;3186;Nuha;Kab Luwu Timur;53000
1;3187;Numfor Barat;Kab Biak Numfor;137000
1;3188;Numfor Timur;Kab Biak Numfor;137000
1;3189;Nunkolo;Kab Timor Tengah Selatan;77000
1;3190;Nunukan;Kab Nunukan;50000
1;3191;Nurussalam;Kab Aceh Timur;57000
1;3192;Nusa Dua;Kab Badung;18000
1;3193;Nusa Laut;Kab Maluku Tengah;164000
1;3194;Nusa Tabukan;Kab Kepulauan Sangihe;75000
1;3195;Nusaherang ;Kab Kuningan;20000
1;3196;Nusaniwe;Kota Ambon;46000
1;3197;Nusapenida;Kab Klungkung;32000
1;3198;Nusawungu;Kab Cilacap;22000
1;3199;Nyalindung;Kab SuKabumi;19000
1;3200;Nyuwatan ;Kab Kutai Barat;68000
1;3201;Oba;Kota Tidore;183000
1;3202;Oba Utara;Kota Tidore;183000
1;3203;Obaa;Kab Mappi;155000
1;3204;Obano;Kab Nabire;155000
1;3205;Obi;Kab Halmahera Selatan;183000
1;3206;Obi Selatan;Kab Halmahera Selatan;183000
1;3207;Oebobo;Kota Kupang;35000
1;3208;Oelamasi;Kab Kupang;61000
1;3209;Oenino;Kab Timor Tengah Selatan;116000
1;3210;Ogo Deide;Kab Toli-Toli;67000
1;3211;Okaba;Kab Merauke;137000
1;3212;Okbibab;Kab Pegunungan Bintang;1
1;3213;Oksibil;Kab Pegunungan Bintang;109000
1;3214;Omben;Kab Sampang;32000
1;3215;Omesuri;Kab Lembata;116000
1;3216;Onan Ganjang;Kab Humbang Hasudutan;53000
1;3217;Onan Runggu;Kab Samosir;53000
1;3218;Oransbari;Kab Manokwari;143000
1;3219;Pabean Cantikan;Kota Surabaya;16000
1;3220;Pabedilan;Kab Cirebon;20000
1;3221;Pabelan;Kab Semarang;25000
1;3222;Paberiwai;Kab Sumba Timur;116000
1;3223;Pabuaran ;Kab Cirebon;20000
1;3224;Pabuaran ;Kab Serang;15000
1;3225;Pabuaran ;Kab Subang;10000
1;3226;Pabuaran ;Kab SuKabumi;19000
1;3227;Pace;Kab Nganjuk;32000
1;3228;Pacet ;Kab Bandung;10000
1;3229;Pacet ;Kab Cianjur;19000
1;3230;Pacet ;Kab Mojokerto;20000
1;3231;Paciran;Kab Lamongan;32000
1;3232;Pacitan;Kab Pacitan;30000
1;3233;Padaherang;KabCiamis;10000
1;3234;Padakembang ;Kab Tasikmalaya;10000
1;3235;Padalarang;Kab Bandung Barat;10000
1;3236;Padamara;Kab Purbalingga;25000
1;3237;Padang Aro;Kab Solok Selatan;37000
1;3238;Padang Barat;Kota Padang;22000
1;3239;Padang Batung;Kab Hulu Sungai Selatan;49000
1;3240;Padang Bolak Julu;Kab Padang Lawas Utara;53000
1;3241;Padang Bolak Julu;Kab Tapanuli Selatan;53000
1;3242;Padang Bolak;Kab Padang Lawas Utara;53000
1;3243;Padang Bolak;Kab Tapanuli Selatan;53000
1;3244;Padang Cermin;Kab Pesawaran;38000
1;3245;Padang Ganting;Kab Tanah Datar;47000
1;3246;Padang Hilir;Kab Tebing Tinggi;53000
1;3247;Padang Hulu;Kab Tebing Tinggi;53000
1;3248;Padang Jaya;Kab Bengkulu Utara;42000
1;3249;Padang;Kab Lumajang;20000
1;3250;Padang;Kota Padang;22000
1;3251;Padang Panjang Barat;Kota Padang Panjang;37000
1;3252;Padang Panjang;Kota Padang Panjang;37000
1;3253;Padang Panjang Timur;Kota Padang Panjang;37000
1;3254;Padang Ratu;Kab Lampung Tengah;38000
1;3255;Padang Sago;Kab Padang Pariaman;47000
1;3256;Padang Selatan;Kota Padang;22000
1;3257;Padang Sidempuan Barat;Kab Tapanuli Selatan;53000
1;3258;Padang Sidempuan Batu Nadua;Kota Padang Sidempuan;42000
1;3259;Padang Sidempuan Hutaimbaru;Kota Padang Sidempuan;42000
1;3260;Padang Sidempuan;Kota Padang Sidempuan;42000
1;3261;Padang Sidempuan Selatan;Kota Padang Sidempuan;42000
1;3262;Padang Sidempuan Tenggara;Kota Padang Sidempuan;42000
1;3263;Padang Sidempuan Timur;Kab Tapanuli Selatan;53000
1;3264;Padang Sidempuan Utara;Kota Padang Sidempuan;42000
1;3265;Padang Tiji;Kab Pidie;57000
1;3266;Padang Timur;Kota Padang;22000
1;3267;Padang Tualang;Kab Langkat;53000
1;3268;Padang Ulak Tanding;Kab Rejang Lebong;42000
1;3269;Padang Utara;Kota Padang;22000
1;3270;Padangan;Kab Bojonegoro;25000
1;3271;Padarincang;Kab Serang;15000
1;3272;Padas;Kab Ngawi;38000
1;3273;Pademangan ;Kota Administrasi Jakarta Utara;9000
1;3274;Pademawu;Kab Pamekasan;32000
1;3275;Padureso;Kab Kebumen;27000
1;3276;Paga;Kab Sikka;116000
1;3277;Pagaden;Kab Subang;10000
1;3278;Pagai Selatan;Kab Kepulauan Mentawai;37000
1;3279;Pagai Utara;Kab Kepulauan Mentawai;37000
1;3280;Pagak;Kab Malang;38000
1;3281;Pagar Alam;Kota Pagar Alam;30000
1;3282;Pagar Alam Selatan;Kota Pagar Alam;30000
1;3283;Pagar Alam Utara;Kota Pagar Alam;30000
1;3284;Pagar Jati;Kab Bengkulu Utara;42000
1;3285;Pagar Marbau;Kab Deli Serdang;53000
1;3286;Pagaran;Kab Tapanuli Utara;53000
1;3287;Pagedangan;Kab Tangerang;10000
1;3288;Pagelaran ;Kab Cianjur;19000
1;3289;Pagelaran ;Kab Malang;38000
1;3290;Pagelaran ;Kab Pandeglang;15000
1;3291;Pagelaran;Kab Tanggamus;38000
1;3292;Pagentan;Kab Banjarnegara;25000
1;3293;Pagerageung;Kab Tasikmalaya;10000
1;3294;Pagerbarang;Kab Tegal;25000
1;3295;Pagerruyung;Kab Kendal;25000
1;3296;Pagerwojo;Kab Tulungagung;32000
1;3297;Pagimana;Kab Banggai;67000
1;3298;Pagindar;Kab Pakpak Barat;53000
1;3299;Pagu;Kab Kediri;30000
1;3300;Paguat;Kab Pahuwalo;77000
1;3301;Paguyaman;Kab Boalemo;77000
1;3302;Paguyangan;Kab Brebes;25000
1;3303;Pahae Jae;Kab Tapanuli Utara;53000
1;3304;Pahae Julu;Kab Tapanuli Utara;53000
1;3305;Pahandut ;Kota Palangkaraya;25000
1;3306;Pahunga Lodu;Kab Sumba Timur;116000
1;3307;Painan;Kab Pesisir Selatan;37000
1;3308;Paiton;Kab Probolinggo;30000
1;3309;Pajangan;Kab Bantul;25000
1;3310;Pajar Bulan;Kab Lahat;38000
1;3311;Pajarakan;Kab Probolinggo;38000
1;3312;Pajo;Kab Dompu;63000
1;3313;Pajukukang;Kab Bantaeng;53000
1;3314;Pakal;Kota Surabaya;16000
1;3315;Pakel;Kab Tulungagung;32000
1;3316;Pakem ;Kab Bondowoso;38000
1;3317;Pakem ;Kab Sleman;25000
1;3318;Pakenjeng;Kab Garut;10000
1;3319;Pakis ;Kab Magelang;17000
1;3320;Pakis ;Kab Malang;38000
1;3321;Pakisaji;Kab Malang;38000
1;3322;Pakisjaya;Kab Karawang;13000
1;3323;Pakkat;Kab Humbang Hasudutan;53000
1;3324;Pakong;Kab Pamekasan;32000
1;3325;Pakualaman;Kota Yogyakarta;14000
1;3326;Pakuan Ratu;Kab Way Kanan;38000
1;3327;Pakue;Kab Kolaka Utara;72000
1;3328;Pakuhaji;Kab Tangerang;10000
1;3329;Pakuncen;Kab Banyumas;25000
1;3330;Pakuniran;Kab Probolinggo;38000
1;3331;Pakusari;Kab Jember;38000
1;3332;Pal Matak;Kab Natuna;87000
1;3333;Palakka;Kab Bone;53000
1;3334;Palang;Kab Tuban;32000
1;3335;Palangga;Kab Konawe Utara/ Selatan;72000
1;3336;Palangkaraya;Kota Palangkaraya;25000
1;3337;Palaran;Kota Samarinda;29000
1;3338;Palas;Kab Lampung Selatan;38000
1;3339;Palasah;Kab Majalengka;20000
1;3340;Paleleh;Kab Buol;67000
1;3341;Palembang;Kota Palembang;18000
1;3342;Palembayan;Kab Agam;47000
1;3343;Palengaan;Kab Pamekasan;32000
1;3344;Paleteang;Kab Pinrang;53000
1;3345;Palimanan;Kab Cirebon;16000
1;3346;Palipi;Kab Samosir;53000
1;3347;Paliyan;Kab Gunung Kidul;25000
1;3348;Pallangga;Kab Goa;53000
1;3349;Palmerah ;Kota Administrasi Jakarta Barat;9000
1;3350;Paloh;Kab Sambas;53000
1;3351;Palolo;Kab Donggala;67000
1;3352;Palopo;Kota Palopo;42000
1;3353;Palu Barat;Kota Palu;32000
1;3354;Palu;Kota Palu;32000
1;3355;Palu Selatan;Kota Palu;32000
1;3356;Palu Timur;Kota Palu;32000
1;3357;Palu Utara;Kota Palu;32000
1;3358;Palue;Kab Sikka;116000
1;3359;Palupuh;Kab Agam;47000
1;3360;Pamanna;Kab Wajo;53000
1;3361;Pamanukan ;Kab Subang;10000
1;3362;Pamarayan;Kab Serang;15000
1;3363;Pamarican;KabCiamis;10000
1;3364;Pamboang;Kab Majene;53000
1;3365;Pamekasan;Kab Pamekasan;25000
1;3366;Pamenang;Kab Merangin;52000
1;3367;Pameungpeuk ;Kab Bandung;10000
1;3368;Pameungpeuk ;Kab Garut;10000
1;3369;Pamijahan;Kab Bogor;10000
1;3370;Pamona Selatan;Kab Poso;67000
1;3371;Pamona Timur;Kab Poso;67000
1;3372;Pamona Utara;Kab Poso;67000
1;3373;Pamotan;Kab Rembang;25000
1;3374;Pampangan;Kab Ogan Komering Ilir;38000
1;3375;Pamukan Selatan;Kab Kota Baru;49000
1;3376;Pamukan Utara;Kab Kota Baru;49000
1;3377;Pamulang;Kab Tangerang;10000
1;3378;Pamulihan ;Kab Garut;10000
1;3379;Pamulihan ;Kab Sumedang;10000
1;3380;Pana;Kab Mamasa;53000
1;3381;Panai Hilir;Kab Labuhan Batu;80000
1;3382;Panai Hulu;Kab Labuhan Batu;80000
1;3383;Panai Tengah;Kab Labuhan Batu;80000
1;3384;Panakkukang;Kota Makassar;23000
1;3385;Panarukan;Kab Situbondo;38000
1;3386;Panawangan;KabCiamis;10000
1;3387;Panca Lautang;Kab Sindenreng Rappang;53000
1;3388;Panca Rijang;Kab Sindenreng Rappang;53000
1;3389;Pancalang ;Kab Kuningan;20000
1;3390;Pancatengah;Kab Tasikmalaya;10000
1;3391;Panceng;KabGresik;32000
1;3392;Pancoran ;Kota Administrasi Jakarta Selatan;9000
1;3393;Pancoran Mas;Kota Depok;10000
1;3394;Pancung Soal;Kab Pesisir Selatan;47000
1;3395;Pancur Batu;Kab Deli Serdang;53000
1;3396;Pancur;Kab Rembang;25000
1;3397;Pandaan;Kab Pasuruan;20000
1;3398;Pandak;Kab Bantul;25000
1;3399;Pandawai;Kab Sumba Timur;116000
1;3400;Pandawan;Kab Hulu Sungai Tengah;49000
1;3401;Pandeglang;Kab Pandeglang;12000
1;3402;Pandih Batu;Kab Pulang Pisau;62000
1;3403;Pandrah;Kab Bireuen;57000
1;3404;Panei;Kab Simalungun;53000
1;3405;Panekan;Kab Magetan;38000
1;3406;Panengahan;Kab Lampung Selatan;38000
1;3407;Pangale;Kab Mamuju;53000
1;3408;Pangalengan;Kab Bandung;10000
1;3409;Pangandaran;KabCiamis;10000
1;3410;Pangaribuan;Kab Tapanuli Utara;53000
1;3411;Pangat;Kab Aceh Jaya;57000
1;3412;Pangatikan;Kab Garut;10000
1;3413;Pangean;Kab Kuantan Sengingi;48000
1;3414;Pangenan;Kab Cirebon;20000
1;3415;Panggang;Kab Gunung Kidul;25000
1;3416;Panggarangan ;Kab Lebak;15000
1;3417;Panggul;Kab Trenggalek;32000
1;3418;Panggungrejo;Kab Blitar;38000
1;3419;Pangkah;Kab Tegal;25000
1;3420;Pangkajene;Kab Pangkajene Kepulauan;42000
1;3421;Pangkal Balam;Kota Pangkal Pinang;22000
1;3422;Pangkal Pinang;Kota Pangkal Pinang;22000
1;3423;Pangkalan Balai;Kab Banyuasin;30000
1;3424;Pangkalan Banteng;Kab Bangka Tengah;39000
1;3425;Pangkalan Banteng;Kab Kotawaringin Barat;62000
1;3426;Pangkalan Bun;Kab Kotawaringin Barat;49000
1;3427;Pangkalan;Kab Karawang;13000
1;3428;Pangkalan Kerinci;Kab Palalawan;38000
1;3429;Pangkalan Koto Baru;Kab Lima Puluh Kota;47000
1;3430;Pangkalan Kuras;Kab Palalawan;48000
1;3431;Pangkalan Lada ;Kab Kotawaringin Barat;62000
1;3432;Pangkalan Lesung;Kab Palalawan;48000
1;3433;Pangkalan Susu;Kab Langkat;53000
1;3434;Pangkatan;Kab Labuhan Batu;53000
1;3435;Pangkur;Kab Ngawi;38000
1;3436;Panguragan;Kab Cirebon;20000
1;3437;Pangururan;Kab Samosir;42000
1;3438;Paniai Barat;Kab Paniai;155000
1;3439;Paniai Barat;Kab Paniai;155000
1;3440;Panimbang;Kab Pandeglang;15000
1;3441;Paninggaran;Kab Pekalongan;25000
1;3442;Panjalu;KabCiamis;10000
1;3443;Panjang;Kota Bandar Lampung;17000
1;3444;Panjatan;Kab Kulon Progo;25000
1;3445;Panji;Kab Situbondo;38000
1;3446;Panombeian Pane;Kab Simalungun;53000
1;3447;Panongan;Kab Tangerang;10000
1;3448;Pantai Barat;Kab Sarmi;137000
1;3449;Pantai Baru;Kab Rote Ndao;116000
1;3450;Pantai Cermin;Kab Serdang Bedagai;53000
1;3451;Pantai Cermin;Kab Solok;47000
1;3452;Pantai Kasuari;Kab Asmat;137000
1;3453;Pantai Labu;Kab Deli Serdang;53000
1;3454;Pantai Timur;Kab Sarmi;137000
1;3455;Pantan Jaya;Kab Gayo Lues;57000
1;3456;Pantar Barat;Kab Alor;116000
1;3457;Pantar;Kab Alor;116000
1;3458;Pante Beudari;Kab Aceh Timur;57000
1;3459;Pante Ceureumen;Kab Aceh Barat;57000
1;3460;Panteraja;Kab Pidie Jaya;57000
1;3461;Panti;Kab Jember;38000
1;3462;Panti;Kab Pasaman;47000
1;3463;Panumbangan;KabCiamis;10000
1;3464;Panyabungan Barat;Kab Mandailing Natal;53000
1;3465;Panyabungan;Kab Mandailing Natal;42000
1;3466;Panyabungan Kota;Kab Mandailing Natal;53000
1;3467;Panyabungan Selatan;Kab Mandailing Natal;53000
1;3468;Panyabungan Timur;Kab Mandailing Natal;53000
1;3469;Panyabungan Utara;Kab Mandailing Natal;53000
1;3470;Panyingkiran;Kab Majalengka;20000
1;3471;Panyipatan;Kab Tanah Laut;49000
1;3472;Papalang;Kab Mamuju;53000
1;3473;Papar;Kab Kediri;30000
1;3474;Parajurit Kulon;Kota Mojokerto;20000
1;3475;Parakan;Kab Temanggung;27000
1;3476;Parakan Salak;Kab SuKabumi;19000
1;3477;Parang;Kab Magetan;38000
1;3478;Paranggupito;Kab Wonogiri;25000
1;3479;Paranginan;Kab Humbang Hasudutan;53000
1;3480;Parangloe;Kab Goa;53000
1;3481;Parbuluan;Kab Dairi;53000
1;3482;Pardasuka;Kab Tanggamus;38000
1;3483;Pare;Kab Kediri;20000
1;3484;Parengan;Kab Tuban;32000
1;3485;Parenggean;Kab Kotawaringin Timur;62000
1;3486;Pare-Pare;Kota Pare-Pare;42000
1;3487;Pariaman;Kab Padang Pariaman;37000
1;3488;Pariaman Selatan;Kota Pariaman;37000
1;3489;Pariaman Tengah;Kota Pariaman;37000
1;3490;Pariaman Utara;Kota Pariaman;37000
1;3491;Pariangan;Kab Tanah Datar;47000
1;3492;Parigi ;Kab Muna;72000
1;3493;Parigi ;KabCiamis;10000
